DATE,TIME,SYS-CTL,RF-CTRL,ECONCTRL,ACCH-SEL,HWC-VLV,CHWC-VLV,EA-DMPR,RA-DMPR,OA-DMPR,SF-SST,RF-SST,SF-WAT,RF-WAT,HWP-GPM,CHWP-GPM,RFCFMLAG,RF-SFSPD,SAT_SPT,SA_SPSPT,RMT-CFM,SA-CFM,RA-CFM,OA-CFM,SA-TEMP,MA-TEMP,RA-TEMP,HWC-DAT,CHWC-DAT,SA-SP,SF-DP,RF-DP,SF-SPD,RF-SPD,SA-HUMD,RA-HUMD,OA-TEMP,OAD-TEMP,HWC-EWT,HWC-LWT,HWC-MWT,CHWC-EWT,CHWC-LWT,CHWC-MWT,HWP-DP,CHWC-EAH,CHWC-LAH,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,IABBHT1,IABBHT2,IBBBHT1,IBBBHT2,WABBHT1,WABBHT2,WBBBHT1,WBBBHT2,SABBHT1,SABBHT2,SBBBHT1,SBBBHT2,EABBHT1,EABBHT2,EBBBHT1,EBBBHT2,IBBAMPS,WBBAMPS,SBBAMPS,EBBAMPS,IALITES1,IALITES2,IBLITES1,IBLITES2,WALITES1,WALITES2,WBLITES1,WBLITES2,SALITES1,SALITES2,SBLITES1,SBLITES2,EALITES1,EALITES2,EBLITES1,EBLITES2,IALITWAT,WALITWAT,SALITWAT,EALITWAT,IBLITWAT,WBLITWAT,SBLITWAT,EBLITWAT,HWC_GPM,CHWC_GPM,E_hcoil,E_ccoil,E_SF,E_RF,E_ZONE_I,E_ZONE_W,E_ZONE_S,E_ZONE_E
2052008,0,0,1,0,1,100,0,0,0,0,0,0,35.129,33.958,0.01,13.035,0,80,65,1.4,15.93,78.985,6.179,1.076,71.617,69.007,73.152,68.165,68.669,0,-0.03,-0.033,20,20,25.248,24.058,32.689,69.391,89.081,78.822,88.702,44.29,59.792,44.319,-10.852,110,110,72.25,150.625,71,70.5,0,0,72,70,1000,500,0,15.938,72.563,70.625,0.012,66.625,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.5,72.313,0.022,66.688,150.625,72.188,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.688,0.026,66.063,150.625,70.563,67.875,0,32.469,72,70,1000,500,0,0,71.625,71.438,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,-0.074,0.149,0.001,-0.148,0.001,0,0.024,0,0,0.035,0.034,0.003,0.004,0.004,0.001
2052008,1,0,1,0,1,100,0,0,0,0,0,0,35.129,33.958,0.01,13.035,0,80,65,1.4,15.953,78.985,6.179,1.076,71.724,68.9,73.044,68.275,68.56,0,-0.033,-0.033,20,20,25.248,24.058,32.709,69.391,89.081,78.822,88.702,43.708,59.792,43.59,-10.852,110,110,72.188,150.625,70.938,70.5,0,0,72,70,1000,500,0,16.328,72.438,70.75,0.012,66.625,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.625,72.313,0.022,66.688,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.375,0.026,66.125,150.625,70.563,67.75,0,32.469,72,70,1000,500,0,0,71.625,71.375,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.001,-0.148,0.001,0,-0.096,0,0,0.035,0.034,0.003,0.004,0.005,0.001
2052008,2,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,13.02,0,80,65,1.4,16.281,78.985,7.715,2.508,71.617,69.007,73.152,68.165,68.669,0,-0.03,-0.037,20,20,25.248,24.058,32.677,69.498,89.081,78.609,88.628,43.418,59.792,43.298,-10.852,110,110,72.25,150.625,71,70.5,0,0,72,70,1000,500,0,16.047,72.438,70.625,0.012,66.375,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.625,72.313,0.022,66.688,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.438,0.026,66.125,150.625,70.563,67.875,0,32.469,72,70,1000,500,0,0,71.625,71.375,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.001,-0.148,0.001,0,-0.095,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,3,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,12.991,0,80,65,1.4,16.234,78.985,6.179,2.508,71.617,68.9,73.044,68.165,68.778,0,-0.033,-0.037,20,20,25.248,24.058,32.664,69.498,88.934,78.715,88.481,43.199,59.897,43.152,-10.852,110,110,72.188,150.625,70.938,70.5,0,0,72,70,1000,500,0,16.016,72.438,70.625,0.012,66.625,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.5,72.25,0.022,66.688,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.438,0.026,66.063,150.625,70.563,67.875,0,32.469,72,70,1000,500,0,0,71.625,71.375,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223,-0.148,0,0.001,0.001,-0.148,-0.072,0,-0.037,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,4,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,12.977,0,80,65,1.4,15.969,80.251,6.179,2.508,71.617,68.9,73.044,68.165,68.669,0,-0.033,-0.033,20,20,25.248,24.029,32.651,69.391,88.934,78.715,88.554,43.199,59.792,43.006,-10.867,110,110,72.25,150.625,70.813,70.5,0,0,72,70,1000,500,0,16.078,72.438,70.625,0.012,66.375,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.5,72.313,0.022,66.688,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.563,73.375,0.026,66.063,150.625,70.563,67.875,0,32.469,72,70,1000,500,0,0,71.625,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.223,-0.148,-0.074,0.001,0.001,-0.148,0.001,0,-0.151,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,5,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,12.991,0,80,65,1.4,15.992,78.985,4.643,1.076,71.724,68.9,73.152,68.165,68.778,0,-0.033,-0.037,20,20,25.248,24.029,32.651,69.498,88.934,78.609,88.481,43.127,59.792,42.933,-10.852,110,110,72.188,150.625,70.813,70.5,0,0,72,70,1000,500,0,16.109,72.438,70.75,0.012,66.375,150.625,72,68.563,0,33.25,72,70,1000,500,-0.001,0,73.5,72.313,0.022,66.563,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.375,0.026,66.125,150.625,70.563,67.75,0,32.469,72,70,1000,500,0,0,71.625,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.223,-0.148,-0.074,0.001,0.001,-0.148,0.001,0,-0.151,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,6,0,1,0,1,100,0,0,0,0,0,0,35.129,33.958,0.01,13.035,0,80,65,1.4,15.938,78.985,6.179,1.076,71.617,68.9,73.044,68.165,68.778,0,-0.033,-0.033,20,20,25.276,24.058,32.638,69.498,88.86,78.609,88.407,42.909,59.792,42.86,-10.852,110,110,72.188,150.625,70.938,70.5,0,0,72,70,1000,500,0,15.781,72.438,70.625,0.012,66.375,150.625,71.875,68.375,0,33.25,72,70,1000,500,-0.001,0,73.5,72.313,0.022,66.688,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.563,73.375,0.026,66.063,150.625,70.563,67.875,0,32.469,72,70,1000,500,0,0,71.625,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.223,0,-0.074,0.001,0.001,-0.148,0.001,0,-0.038,0,0,0.035,0.034,0.003,0.004,0.005,0.001
2052008,7,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,13.064,0,80,65,1.4,15.742,78.985,4.643,1.076,71.724,68.9,73.152,68.165,68.778,0,-0.033,-0.037,20,20,25.22,24.029,32.638,69.605,88.786,78.609,88.407,42.763,59.792,42.569,-10.852,110,110,72.188,150.625,70.938,70.5,0,0,72,70,1000,500,0,15.914,72.438,70.75,0.012,66.375,150.625,72,68.375,0,33.25,72,70,1000,500,-0.001,0,73.5,72.25,0.022,66.563,150.625,72.125,70.813,0,30.063,72,70,1000,500,0,0,74.625,73.375,0.026,66.063,150.625,70.563,67.75,0,32.469,72,70,1000,500,0,0,71.625,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223,-0.148,0,-0.072,0.001,-0.148,0.001,0,-0.149,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,8,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,13.02,0,80,65,1.4,15.852,78.985,6.179,2.508,71.724,68.9,73.152,68.165,68.669,0,-0.033,-0.037,20,20,25.248,24.029,32.625,69.391,88.786,78.502,88.407,42.618,59.792,42.423,-10.867,110,110,72.188,150.625,70.813,70.438,0,0,72,70,1000,500,0,15.891,72.375,70.625,0.012,66.375,150.625,71.875,68.375,0,33.25,72,70,1000,500,-0.001,0,73.438,72.25,0.022,66.688,150.625,72.188,70.813,0,30.063,72,70,1000,500,0,0,74.563,73.313,0.026,66.063,150.625,70.375,67.75,0,32.469,72,70,1000,500,0,0,71.5,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223,-0.148,-0.074,0.001,0.001,-0.222,-0.072,0,-0.148,0,0,0.035,0.035,0.003,0.004,0.005,0.001
2052008,9,0,1,0,1,100,0,0,0,0,0,0,35.129,35.129,0.01,13.078,0,80,65,1.4,15.969,78.985,4.643,2.508,71.724,68.9,73.044,68.165,68.669,0,-0.033,-0.037,20,20,25.22,24,32.664,69.498,88.712,78.609,88.333,42.4,59.792,42.277,-10.852,110,110,72.25,150.625,70.938,70.438,0,0,72,70,1000,500,0,15.938,72.438,70.625,0.012,66.375,150.625,71.875,68.375,0,33.25,72,70,1000,500,-0.001,0,73.438,72.25,0.022,66.563,150.625,72.125,70.625,0,30.063,72,70,1000,500,0,0,74.5,73.375,0.026,66.063,150.625,70.563,67.75,0,32.469,72,70,1000,500,0,0,71.5,71.25,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.032,0.008,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.001,-0.148,0.001,0,-0.092,0,0,0.035,0.035,0.003,0.004,0.004,0.001
