DATE,TIME,SYS-CTL,RF-CTRL,ECONCTRL,ACCH-SEL,HWC-VLV,CHWC-VLV,EA-DMPR,RA-DMPR,OA-DMPR,SF-SST,RF-SST,SF-WAT,RF-WAT,HWP-GPM,CHWP-GPM,RFCFMLAG,RF-SFSPD,SAT_SPT,SA_SPSPT,RMT-CFM,SA-CFM,RA-CFM,OA-CFM,SA-TEMP,MA-TEMP,RA-TEMP,HWC-DAT,CHWC-DAT,SA-SP,SF-DP,RF-DP,SF-SPD,RF-SPD,SA-HUMD,RA-HUMD,OA-TEMP,OAD-TEMP,HWC-EWT,HWC-LWT,HWC-MWT,CHWC-EWT,CHWC-LWT,CHWC-MWT,HWP-DP,CHWC-EAH,CHWC-LAH,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,RM-TEMP,PLN-TEMP,VAV-EAT,VAV-DAT,VAVHCVLV,VAV-DMPR,RMCLGSPT,RMHTGSPT,OCC-MAX,OCC-MIN,VAV-DP,VAVCFMDP,VAVHCEWT,VAVHCLWT,VAVHCGPM,IABBHT1,IABBHT2,IBBBHT1,IBBBHT2,WABBHT1,WABBHT2,WBBBHT1,WBBBHT2,SABBHT1,SABBHT2,SBBBHT1,SBBBHT2,EABBHT1,EABBHT2,EBBBHT1,EBBBHT2,IBBAMPS,WBBAMPS,SBBAMPS,EBBAMPS,IALITES1,IALITES2,IBLITES1,IBLITES2,WALITES1,WALITES2,WBLITES1,WBLITES2,SALITES1,SALITES2,SBLITES1,SBLITES2,EALITES1,EALITES2,EBLITES1,EBLITES2,IALITWAT,WALITWAT,SALITWAT,EALITWAT,IBLITWAT,WBLITWAT,SBLITWAT,EBLITWAT,HWC_GPM,CHWC_GPM,E_hcoil,E_ccoil,E_SF,E_RF,E_ZONE_I,E_ZONE_W,E_ZONE_S,E_ZONE_E
5172008,0,0,1,3,1,100,0,0,0,0,0,0,35.139,36.31,0.011,13.339,0,80,55,1.4,12.352,2.248,2.228,-0.233,70.862,67.284,71.76,65.019,64.001,0,-0.01,0.028,20,20,47.99,34.634,65.69,71.177,93.621,85.687,93.497,41.126,52.675,41.532,-10.82,45.688,57.25,71.75,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.406,72.625,71.375,0.014,75.188,76.313,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.438,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.038,72.313,74.063,71.813,73.25,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.223,-0.148,-0.074,0.149,0.001,-0.148,0.001,0,0.469,0,0,0.035,0.036,0.003,0,0.001,0.001
5172008,1,0,1,3,1,100,0,0,0,0,0,0,33.968,36.31,0.011,13.383,0,80,55,1.4,12.461,2.248,2.228,-0.989,70.862,67.284,71.76,65.124,64.108,0,-0.01,0.028,20,20,47.99,34.634,65.554,71.177,93.473,85.581,93.35,41.126,52.78,41.532,-10.82,45.656,57.188,71.75,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.594,72.625,71.438,0.014,75.188,76.25,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77.063,76.875,0.024,72.938,73.875,72.625,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.035,72.313,74,71.813,73.375,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,0,-0.074,0.001,0.149,-0.148,0.001,0,0.466,0,0,0.034,0.036,0.002,0.001,0.001,0.001
5172008,2,0,1,3,1,100,0,0,0,0,0,0,35.139,36.31,0.011,13.368,0,80,55,1.4,12.727,2.248,2.228,-0.753,70.754,67.284,71.76,65.019,64.108,0,-0.007,0.028,20,20,48.018,34.634,65.451,71.177,93.399,85.581,93.35,41.2,52.675,41.605,-10.82,45.625,57.156,71.75,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.641,72.5,71.438,0.014,75.188,76.313,73.563,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.438,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.038,72.063,74.063,71.938,73.25,0,42.844,72,70,1000,200,0,0,74.125,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.149,0.001,0,0.001,0,0.472,0,0,0.035,0.036,0.002,0,0.001,0.001
5172008,3,0,1,3,1,100,0,0,0,0,0,0,35.139,36.31,0.011,13.354,0,80,55,1.4,12.305,2.248,2.228,-0.597,70.862,67.284,71.655,65.124,64.108,0,-0.01,0.028,20,20,47.99,34.606,65.528,71.177,93.325,85.581,93.202,41.273,52.78,41.677,-10.82,45.594,57.188,71.813,71.125,70.875,71.063,0,0,72,70,1000,200,0,12.305,72.5,71.375,0.014,75.188,76.313,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.438,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.041,72.313,74.063,71.938,73.25,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.149,0,0,0.001,0.001,-0.148,0.149,0,0.469,0,0,0.035,0.036,0.002,0,0.001,0.001
5172008,4,0,1,3,1,100,0,0,0,0,0,0,35.139,35.139,0.011,13.368,0,80,55,1.4,12.586,2.248,2.228,-1.339,70.754,67.284,71.655,65.124,64.108,0,-0.01,0.028,20,20,48.018,34.634,65.554,71.069,93.251,85.475,93.202,41.273,52.78,41.677,-10.82,45.531,57.156,71.813,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.477,72.5,71.563,0.014,75.188,76.25,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77.063,76.875,0.024,72.938,73.875,72.438,74,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.036,72.063,74,71.938,73.375,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.149,-0.148,0.001,0,0.469,0,0,0.035,0.035,0.002,0.001,0.001,0.001
5172008,5,0,1,3,1,100,0,0,0,0,0,0,35.139,35.139,0.011,13.441,0,80,55,1.4,12.555,2.248,2.228,0.233,70.97,67.284,71.655,65.124,64.108,0,-0.01,0.025,20,20,47.934,34.606,65.554,71.177,93.177,85.262,93.128,41.346,52.78,41.75,-10.82,45.5,57.125,71.75,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.586,72.5,71.438,0.014,75.188,76.25,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.625,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.034,72.063,74.063,71.938,73.25,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.148,0,0.001,0.001,-0.148,0.001,0,0.475,0,0,0.035,0.035,0.002,0,0.001,0.001
5172008,6,0,1,3,1,100,0,0,0,0,0,0,33.968,36.31,0.011,13.339,0,80,55,1.4,12.695,2.248,2.228,-1.214,70.754,67.284,71.655,65.124,64.108,0,-0.01,0.025,20,20,47.85,34.606,65.528,71.069,93.103,85.369,93.054,41.346,52.78,41.75,-10.82,45.469,56.875,71.813,71.188,70.875,71.063,0,0,72,70,1000,200,0,12.484,72.5,71.438,0.014,75.188,76.25,73.563,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.625,74.125,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.039,72.313,74.063,71.938,73.25,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,-0.223,0,-0.074,0.001,0.149,-0.148,0.001,0,0.471,0,0,0.034,0.036,0.002,0,0.001,0.001
5172008,7,0,1,3,1,100,0,0,0,0,0,0,33.968,36.31,0.011,13.354,0,80,55,1.4,12.695,2.248,2.228,1.025,70.754,67.284,71.655,65.124,64.108,0,-0.01,0.028,20,20,47.934,34.662,65.528,71.177,93.103,85.369,92.98,41.346,52.78,41.823,-10.82,45.406,56.844,71.75,71.125,70.875,71.063,0,0,72,70,1000,200,0,12.469,72.625,71.438,0.014,75.125,76.188,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.625,74,0,73.313,72,70,1000,200,-0.001,0,74.813,74.625,0.037,72.063,74,71.938,73.25,0,42.844,72,70,1000,200,0,0,74.125,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.001,0,0.001,0,0.557,0,0,0.034,0.036,0.002,0,0.001,0.001
5172008,8,0,1,3,1,100,0,0,0,0,0,0,35.139,36.31,0.011,13.368,0,80,55,1.4,12.469,2.248,2.228,-0.152,70.862,67.39,71.76,65.336,64.215,0,-0.007,0.028,20,20,47.934,34.606,65.295,71.177,93.029,85.156,92.98,41.493,52.78,41.823,-10.82,45.375,56.688,71.75,71.188,70.875,71.125,0,0,72,70,1000,200,0,12.609,72.5,71.438,0.014,75.125,76.188,73.688,75.75,0,100,72,70,1000,200,-0.001,0,77,76.875,0.024,72.875,73.875,72.625,74,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.034,72.313,74.063,71.813,73.375,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,0,0,0.001,0.149,-0.222,0.149,0,0.391,0,0,0.035,0.036,0.002,0,0.001,0.001
5172008,9,0,1,3,1,100,0,0,0,0,0,0,35.139,35.139,0.011,13.339,0,80,55,1.4,12.555,2.248,2.228,1.971,70.97,67.39,71.76,65.336,64.322,0,-0.007,0.028,20,20,47.934,34.606,65.198,71.177,92.955,85.156,92.833,41.493,52.989,41.896,-10.82,45.313,56.719,71.75,71.125,70.875,71.125,0,0,72,70,1000,200,0,12.617,72.5,71.438,0.014,75.125,76.188,73.688,75.75,0,98.938,72,70,1000,200,-0.001,0,77,76.875,0.024,72.938,73.875,72.625,74,0,73.313,72,70,1000,200,-0.001,0,74.875,74.625,0.035,72.313,74,71.938,73.25,0,42.844,72,70,1000,200,0,0,73.938,73.75,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.032,0.008,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149,-0.148,0,0.001,0.149,-0.148,0.001,0,0.468,0,0,0.035,0.035,0.002,0,0.001,0.001
